"","climate_PC1","climate_PC2","climate_PC3","climate_PC4"
"1",1.9468669519257,3.11751065875294,5.96746600744356,-5.48657770287817
"2",2.2830417903905,1.24528711102756,0.382908564577214,0.269670756875574
"3",2.25046942836036,2.03144189876506,0.547828780087187,0.384389435548051
"4",1.73743540171999,1.99771239537579,0.0303158612444462,0.268319918754126
"5",1.71569280207847,0.929053174965378,-0.496257798042794,0.0433441371450643
"6",1.27903361669588,1.83522497910658,0.0234714340329687,0.484943925255473
"7",2.0619804555054,0.232979952346861,-0.846516169664591,-0.509285703428465
"8",2.45159549998309,2.57864457949142,1.10063846550543,0.529835223424811
"9",2.50181606770781,2.90069083661154,2.6584347992778,-0.842056047002343
"10",1.9306153653975,3.27959665603354,2.22898967948943,-1.02049589407266
"11",2.12438059830924,0.325793994621589,-0.0043405266135717,0.334886029256169
"12",2.00679721493877,2.13331838123467,0.341744646440493,0.262165300302923
"13",2.09785983994329,1.14975733546467,0.126157061702003,0.158354405225419
"14",1.79237710886291,0.959584517581311,-0.614494356506732,0.0715478887827962
"15",1.84564990738543,0.882001324641296,0.282344311690342,0.518397702491698
"16",2.44879284633423,2.34910510682849,0.839749744793677,0.482770139744467
"17",2.33099032037858,2.79754125928894,0.854689574570841,0.504794545829646
"18",2.05340356335633,3.10230410057473,1.60465162880196,0.838342966351356
"19",1.56546101569301,2.8854971429469,1.2002970383674,1.61409730117496
"20",2.08268003650435,2.07395254415289,0.337432139870157,0.369534845829991
"21",1.83311205700397,0.512372102999225,-0.19939154848875,0.0317211045167122
"22",1.03853585057466,1.23780451349499,0.6692428143859,0.441210396495153
"23",1.74832026230533,0.0797632655408096,-0.460578300536338,-0.066019113815092
"24",2.27134740529637,-0.704078054172616,-0.160300097865671,0.0582077908832834
"25",1.8985679494731,-0.398601588965717,-0.170117634750297,0.199355652163838
"26",0.871051227131521,2.34534788264214,-1.04879015120382,0.144867732275366
"27",0.358051969842906,1.58530816752588,-1.64684053284586,-0.117436743942937
"28",-1.48139251854142,0.573810683224422,-0.6694041367673,0.198157594601798
"29",0.358051969842906,1.58530816752588,-1.64684053284586,-0.117436743942937
"30",1.24728705573696,0.774956665418622,-1.05709222004339,-0.0496261472173762
"31",1.64366531122901,0.865803103219043,-0.573419544253704,0.168121725392371
"32",1.84008073628733,-0.343537078394986,-0.466493702739335,0.072331058995933
"33",0.817750930625227,2.61622558407009,0.625483721178082,-0.186699083503021
"34",1.01345343020021,2.2250323844647,-0.824999241669632,0.147970712999902
"35",1.04967191669375,2.40306744804059,-0.714609910796621,0.149904344613978
"36",1.03419458195277,2.87127794368232,-0.579770097763921,0.21825115246714
"37",1.52563055237972,-0.542924714299921,-0.726975229742498,-0.115948075568735
"38",-0.700986763222799,2.4858149165016,-2.38980589287583,-0.24122897953541
